Capacitors,0
Architecture description languages,1
Quality of service,0
Automation,0
Pattern matching,2
Energy dissipation,4
Memory architecture,21
Pattern classification,0
Embedded software,28
Memory,2
Battery management systems,0
USA Councils,0
Software systems,4
Application specific processors,14
No Keyword,5
Pattern analysis,3
Intelligent networks,1
Weight control,0
Transistors,0
Bridges,2
Telecommunication computing,0
Scheduling algorithm,9
Dynamic compiler,2
Stress,0
Communication networks,0
Intelligent structures,0
Optimal scheduling,0
Computational Intelligence Society,0
Robots,0
Telescopes,0
Multidimensional systems,0
Radio spectrum management,1
Writing,4
Containers,0
Bluetooth,1
Shadow mapping,0
IP networks,0
Employment,0
Motion pictures,0
Costs,50
Software prototyping,0
Minimization,0
Computer Society,0
Design automation,0
Virtual machining,0
Data mining,3
Transducers,0
Computers,1
Context modeling,0
Assembly,2
Pipeline processing,4
Energy consumption,78
Wireless networks,2
Phased arrays,0
Multiprocessing systems,3
Printers,0
Computer peripherals,2
Motion estimation,0
Telecommunication traffic,1
Protocols,2
Microarchitecture,4
Electrical capacitance tomography,0
Vehicle dynamics,0
High-resolution imaging,0
Multidimensional signal processing,1
Reduced instruction set computing,1
Scattering,0
Signal design,1
Time measurement,0
Libraries,8
Delay,27
Asia,0
Packaging,3
Computer buffers,0
Forward error correction,0
Delta modulation,1
Protection,2
Acceleration,2
Discrete cosine transforms,0
Open source software,2
Bismuth,0
Radio frequency,3
Computer networks,0
Software packages,1
Personal communication networks,0
Degradation,4
Runtime environment,1
Carbon capture and storage,0
Testing,4
Computational modeling,1
Hazards,0
VLIW,8
Streaming media,4
Technology management,1
Medical simulation,0
Design optimization,22
Steady-state,1
Embedded systems,8
Digital integrated circuits,0
Thermal resistance,0
Programmable logic arrays,0
Ubiquitous computing,0
Partitioning algorithms,10
Microcontrollers,1
Power generation,2
Distributed computing,1
Instruction sets,3
SRAM chips,1
Reconfigurable logic,2
Data structures,4
Manufacturing,0
ISO,0
Java,0
Information analysis,7
Lakes,0
Charge coupled devices,0
Batteries,15
Proposals,3
Embedded system,227
Size control,0
CMOS technology,0
Electronics industry,0
Process design,15
Satellite broadcasting,0
Space technology,3
Content management,0
Neural networks,0
Laboratories,5
Mobile computing,2
Image segmentation,0
Image processing,3
Genetic algorithms,1
Logic,5
Virtual machine monitors,3
Indexes,0
Large scale integration,7
Digital communication,0
NP-hard problem,1
Games,0
Round robin,1
Image analysis,0
DRAM chips,0
Power engineering and energy,6
CMOS process,0
Logic design,1
Compaction,0
Potential energy,0
High level synthesis,0
Tree graphs,3
Portable media players,0
Pervasive computing,0
Energy resolution,0
Read-write memory,7
Australia,5
Digital signal processing,13
Information science,3
Marine technology,0
Speech processing,1
Information retrieval,1
Production systems,0
Permission,12
Computer architecture,34
Delay effects,3
Digital systems,1
Aerospace control,0
Web server,0
Joints,0
Automatic programming,0
Filters,2
Video signal processing,2
Merging,1
Design engineering,5
Processor scheduling,28
Iterative methods,0
